id,organization,name,gender,speciality,address,city,state,zip,lat,lon,utilization,location
79a33342-99b9-303b-884e-bc98c0f068b6,3e43d1f2-47b3-3319-a5e2-39efaddaa57a,Josef103 Klein929,M,GENERAL PRACTICE,701 PRINCETON AVE SW,BIRMINGHAM,AL,352111303,33.4985462,-86.8447172,131,POINT(-86.8447172 33.4985462)
ed8d47fd-1636-3d53-b992-5803ab21e21d,b1a55794-9542-3f9c-9919-557461a6f52d,Manda751 Hamill307,F,GENERAL PRACTICE,429 BUFORD L ROLIN DR,ATMORE,AL,365025025,31.0237921,-87.4938708,108,POINT(-87.4938708 31.0237921)
e84fae1f-6444-383b-9d28-ca571f9a4a28,0454e1bb-e719-3658-a9ae-be3b88455c92,Jenny686 McDermott739,F,GENERAL PRACTICE,300 PLAZA DRIVE,ENTERPRISE,AL,363303311,31.267787,-85.812626,2,POINT(-85.812626 31.267787)
2af72f61-3186-3f57-bd0a-3f401e801b5f,d7e99834-9914-36bc-ad1f-e9b2ae9891ff,Porsche32 Hermiston71,F,GENERAL PRACTICE,15582 HWY 280,CHELSEA,AL,350438359,33.357650500000005,-86.65786878409091,2,POINT(-86.65786878409091 33.357650500000005)
bd8ae829-88aa-3e3e-a8d5-4f4b8d938ef2,9b06438b-9cca-3894-9779-8352b675a166,Gino587 Block661,M,GENERAL PRACTICE,1200 W MAPLE AVE,GENEVA,AL,363401642,31.0489116,-85.89202133403035,29,POINT(-85.89202133403035 31.0489116)
8455f704-a6e5-38cc-a266-02cd8162b339,e1878b34-b375-3b55-8b16-72ca5b23e2a8,Genevie117 Kassulke119,F,GENERAL PRACTICE,2801 WILLENA AVE,MONTGOMERY,AL,361071055,32.398911,-86.278553,28,POINT(-86.278553 32.398911)
def1c488-e634-3a81-9dea-ab3238d8e9c2,89770288-73d9-356e-8931-aaa1098fe7e5,Eleanore671 Erdman779,F,GENERAL PRACTICE,207 FOB JAMES DRIVE,VALLEY,AL,36854,32.816548346938774,-85.18925708163266,15,POINT(-85.18925708163266 32.816548346938774)
3dd16f8e-507c-35ad-aa0b-79faa7884d7b,0ffa22ac-06dd-3ecc-aef4-09b7f081f884,Felice694 Auer97,F,GENERAL PRACTICE,1988 FAIRVIEW AVENUE,PRATTVILLE,AL,360665215,32.483886276131656,-86.41457870164865,1,POINT(-86.41457870164865 32.483886276131656)
66ab812d-a465-30ed-af37-495b856d5c2a,9b62d2a3-c0f6-3caf-9993-c6d2fa370164,Joslyn677 Friesen796,F,GENERAL PRACTICE,5511 HIGHWAY 280 STE 223,HOMEWOOD,AL,352092650,33.4717732,-86.8008228,19,POINT(-86.8008228 33.4717732)
7954321d-74c2-38ba-bbfd-750f00bc6ed7,87d97417-cd57-3b53-b161-e8ac39c5bf1f,Paul232 Daugherty69,M,GENERAL PRACTICE,2100 SOUTHBRIDGE PKWY  SUITE 480,BIRMINGHAM,AL,35209,33.4897169,-86.7881762,2,POINT(-86.7881762 33.4897169)
3c82192c-7f94-3ed4-aa3c-471ec4258bfd,71dc433a-37c5-3884-8bc1-d5023ec27b2d,Lynn917 Cassin499,F,GENERAL PRACTICE,3316 HIGHWAY 280,ALEXANDER CITY,AL,350103369,32.944012,-85.9538532,15,POINT(-85.9538532 32.944012)
0c304393-a301-3e9a-be84-8d687a3189f3,cd530c35-07c4-39f2-864f-e39ac68e50c1,Carisa395 Kutch271,F,GENERAL PRACTICE,995 9TH AVE SW,BESSMER,AL,350224527,33.497139,-86.8765717,29,POINT(-86.8765717 33.497139)
1a98e96f-93de-3130-bcac-399eea662f58,180c723a-bd7d-3453-871a-1153b8a3d16e,Vanna750 Schuster709,F,GENERAL PRACTICE,157 MARSHALL ROAD,RAINSVILLE,AL,359864542,34.4840922135319,-85.81958252807092,39,POINT(-85.81958252807092 34.4840922135319)
28ba4ed8-6f8c-30ac-b5f1-9cf3f8b64ece,491921a5-76fc-3554-bd4a-2bd2ca869974,Annabell933 Schuppe920,F,GENERAL PRACTICE,101 WESTOVER CIR,MADISON,AL,357588959,34.678503375934156,-86.7549476329108,24,POINT(-86.7549476329108 34.678503375934156)
5869045c-2d32-32ac-b27d-c75cd3ef7851,1d2ce9ea-3458-3c31-8907-d6b7798feee5,Denise470 Hegmann834,F,GENERAL PRACTICE,236 WEST CLAIBORNE STREET,MONROEVILLE,AL,364601704,31.526814,-87.3280188,3,POINT(-87.3280188 31.526814)
ce95c8f1-7731-3bc8-90f7-5d209702e84e,61d37d4b-e7a8-34b2-94a2-2828e637961b,Ty725 Roob72,M,GENERAL PRACTICE,3605 RATLIFF RD,BIRMINGHAM,AL,352104512,33.54401407985391,-86.63249975642263,2,POINT(-86.63249975642263 33.54401407985391)
b5477043-6dd3-3ee6-95c3-b20341625d28,c83d0bda-679f-3d5e-b51f-cf7bee8612bf,Lyman173 Gulgowski816,M,GENERAL PRACTICE,1130 HALE ST,OXFORD,AL,362032444,33.60854278538551,-85.8297077930352,1,POINT(-85.8297077930352 33.60854278538551)
81a01e65-7ffc-38cf-ab51-36b02cd4d746,42efb859-ae8e-3ac4-853e-91b1183af863,Lang846 Koss676,F,GENERAL PRACTICE,950 SOUTH ST. ANDREWS STREET,DOTHAN,AL,363023684,31.21130686287808,-85.39053687198802,8,POINT(-85.39053687198802 31.21130686287808)
788744bc-2a71-348d-9034-cf1991b76047,a340798a-c604-3365-8d55-3ce31d9d23dc,Chelsea317 Christiansen251,F,GENERAL PRACTICE,107 GOVERNORS DR SW,HUNTSVILLE,AL,358014326,34.71985739778079,-86.5794341714089,16,POINT(-86.5794341714089 34.71985739778079)
b4303579-c05d-3e26-a179-cafc5e32ea6e,43f2d4e8-a317-3da2-b51d-e4191be92d6d,Wade235 Toy286,M,GENERAL PRACTICE,277 HUNTRESS STREET,WETUMPKA,AL,360923342,32.5065099,-86.2147715,12,POINT(-86.2147715 32.5065099)
4c8bab87-ea5c-3e49-9c2c-5cf353d4647d,88eebcaa-37fd-3d62-8375-9df9ebb5988b,Gabriel934 Kling921,M,GENERAL PRACTICE,22969 HIGHWAY 25,COLUMBIANA,AL,350513502,33.1781718,-86.6072054,1,POINT(-86.6072054 33.1781718)
e01e059b-b23c-3f93-82d7-c776082a5c40,f14efc0e-b676-3bd1-850d-6827bc27d39c,Chris95 Kub800,F,GENERAL PRACTICE,417 19TH STREET ENSLEY,BIRMINGHAM,AL,352181601,33.51352676,-86.89782584000001,28,POINT(-86.89782584000001 33.51352676)
ca7038ad-38ce-3880-afd5-555d2ca5ec12,0ee27bb1-1f24-31ca-8bfc-00c253ab1831,Siobhan540 Robel940,F,GENERAL PRACTICE,1000 DUGAN AVE,BIRMINGHAM,AL,352144326,33.546116,-86.881078,1,POINT(-86.881078 33.546116)
d0005af3-d2e1-3750-96d2-4fdb0029c05d,07c86d2b-6e61-3dec-a2f3-b067aa25bb63,Leana211 Wehner319,F,GENERAL PRACTICE,619 E LAUREL AVE,FOLEY,AL,365353301,30.40692,-87.668535,28,POINT(-87.668535 30.40692)
bc860950-d38e-37e6-a67f-0783dcb1e151,f8fbba1c-1f64-3068-829d-d3b82b2c7925,Micki733 Hayes766,F,GENERAL PRACTICE,715 E LAUREL ST,ATMORE,AL,365023113,31.01619085714286,-87.47632614285713,2,POINT(-87.47632614285713 31.01619085714286)
1a383c76-ffab-3689-8697-e4743450f92b,1a1d3dec-f88b-3973-a7ac-13e31e298d98,Cristina921 Ortiz186,F,GENERAL PRACTICE,7552 SPANISH FORT BLVD,SPANISH FORT,AL,365275314,30.67046498709537,-87.89433652552346,13,POINT(-87.89433652552346 30.67046498709537)
aa076c1c-e704-369d-ab3c-651446f1b2f4,b2363187-117f-3afc-8020-9ef5e24f45c6,Johnathan55 Senger904,M,GENERAL PRACTICE,603 WRIGHT STREET,TUSKEGEE,AL,360831585,32.43276964944494,-85.69145548935818,2,POINT(-85.69145548935818 32.43276964944494)
cc7cd161-0afc-3047-8a6c-b764bb488af7,a5195fd3-19cb-317f-b174-72a98d88f70a,Heriberto162 Ondricka197,M,GENERAL PRACTICE,1007 S MAIN ST,LINDEN,AL,367483149,32.2965125,-87.7978245,28,POINT(-87.7978245 32.2965125)
65f7ae7a-79bf-3912-962a-2c1dea183d1b,23af71b4-1c7b-31f9-b98b-34241ccdd4e8,Jaquelyn689 Bernier607,F,GENERAL PRACTICE,1007 GOODYEAR AVENUE,GADSDEN,AL,359066310,34.00778505,-85.9663095796017,1,POINT(-85.9663095796017 34.00778505)
61823373-1cff-39ed-bf51-acfe66613988,b989c9f5-a504-3b3f-876d-31a0d5e9d0e6,Merrilee429 Daugherty69,F,GENERAL PRACTICE,400 N EDWARDS ST,ENTERPRISE,AL,363302510,31.318424999999998,-85.85468880157622,115,POINT(-85.85468880157622 31.318424999999998)
8496adb0-9b0a-3168-8eab-76585ca874c3,283a0f5a-a484-364a-816c-de8f55bdff0b,Louanne686 Schamberger479,F,GENERAL PRACTICE,30 ROUNDTREE DRIVE,PIEDMONT,AL,362725892,33.9077723,-85.6078584,14,POINT(-85.6078584 33.9077723)
4d36b3ea-2bde-3f24-ab01-db97dfe8359c,aee85af1-cf83-306b-a06c-4f5e282b840d,Palma671 Willms744,F,GENERAL PRACTICE,500 BOULEVARD SOUTH SW  SUITE 203,HUNTSVILLE,AL,358022103,34.668746,-86.573688,5,POINT(-86.573688 34.668746)
4454984e-b7f8-3151-a247-a9b06a55874b,0c68094b-63ae-367b-a6ef-f86aebe620a3,Margrett284 Davis923,F,GENERAL PRACTICE,2205 BELTLINE RD SW,DECATUR,AL,356013617,34.584339188838946,-87.02395062553448,15,POINT(-87.02395062553448 34.584339188838946)
624711ae-8d37-3ad0-87f9-fc71e195be10,35180000-cd31-3ca4-a6e1-3b7ca276d10d,Maybelle917 Lockman863,F,GENERAL PRACTICE,4725 MOBILE HWY,MONTGOMERY,AL,361085126,32.3109816,-86.3499305,38,POINT(-86.3499305 32.3109816)
36a32471-5245-34ef-bd05-f2be4e7880b4,03a0ec81-3c70-3787-a3aa-3215e2e4aec3,Lucio648 Schmeler639,M,GENERAL PRACTICE,7655 ALABAMA HWY 71,DUTTON,AL,357447556,34.6109183,-85.91692,17,POINT(-85.91692 34.6109183)
2d23ba2b-4c09-326c-8141-4776b99eea63,936845af-30f7-361d-ab47-cedfb6ad795a,Eugene421 Rohan584,F,GENERAL PRACTICE,1201 7TH ST SE,DECATUR,AL,356033337,34.59085815,-86.97139352672316,177,POINT(-86.97139352672316 34.59085815)
96b62dbf-01f6-3511-8eec-113d5159cd37,4c681480-6075-3d50-bea1-dcef503df4b6,Flor713 Berge125,F,GENERAL PRACTICE,1201 MONTLIMAR DRIVE  SUITE 100,MOBILE,AL,366023809,30.663879,-88.133127,6,POINT(-88.133127 30.663879)
a8e11508-8a5b-301e-95f1-2af445418064,06c53493-f095-33f6-896f-eaa996f45568,Darrell400 Stokes453,M,GENERAL PRACTICE,38 ROWE DR,GUNTERSVILLE,AL,359767367,34.3581474,-86.2947041,5,POINT(-86.2947041 34.3581474)
7a542f99-955f-3f98-91b1-6835c6ca2d76,510dcdde-ff29-321e-9095-fcd6eff06740,Roxanna261 Gleichner915,F,GENERAL PRACTICE,1010 LAY DAM ROAD,CLANTON,AL,350452331,32.85300085714285,-86.62291959183673,2,POINT(-86.62291959183673 32.85300085714285)
6430f250-ab06-32d7-ad26-112b28888a5c,76120765-7ccf-3393-8ece-0bdac6caa0c1,Randolph418 Keebler762,M,GENERAL PRACTICE,1701 PELHAM RD S,OXFORD,AL,362031917,33.5853695,-85.91428175037092,43,POINT(-85.91428175037092 33.5853695)
